2025-02-04 18:35:18.592 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 18:35:18.600 | INFO     | __main__:main:138 - START producer...
2025-02-04 18:35:18.748 | INFO     | __main__:main:151 - Kafka producer connected to localhost:9092
2025-02-04 18:35:18.749 | INFO     | __main__:main:158 - {'message': 'I just shared a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:35:18', 'category': 'entertainment', 'sentiment': 0.95, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-04 18:35:19.164 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just shared a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:35:18', 'category': 'entertainment', 'sentiment': 0.95, 'keyword_mentioned': 'movie', 'message_length': 36}
2025-02-04 18:35:24.171 | INFO     | __main__:main:158 - {'message': 'I just loved an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:24', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 18:35:24.173 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved an app! It was funny.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:24', 'category': 'other', 'sentiment': 0.99, 'keyword_mentioned': 'other', 'message_length': 34}
2025-02-04 18:35:29.183 | INFO     | __main__:main:158 - {'message': 'I just saw Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:29', 'category': 'tech', 'sentiment': 0.63, 'keyword_mentioned': 'Python', 'message_length': 33}
2025-02-04 18:35:29.188 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw Python! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:29', 'category': 'tech', 'sentiment': 0.63, 'keyword_mentioned': 'Python', 'message_length': 33}
2025-02-04 18:35:34.197 | INFO     | __main__:main:158 - {'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 18:35:34', 'category': 'other', 'sentiment': 0.47, 'keyword_mentioned': 'other', 'message_length': 38}
2025-02-04 18:35:34.200 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just shared a story! It was amazing.', 'author': 'Bob', 'timestamp': '2025-02-04 18:35:34', 'category': 'other', 'sentiment': 0.47, 'keyword_mentioned': 'other', 'message_length': 38}
2025-02-04 18:35:39.211 | INFO     | __main__:main:158 - {'message': 'I just shared JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:39', 'category': 'tech', 'sentiment': 0.09, 'keyword_mentioned': 'JavaScript', 'message_length': 42}
2025-02-04 18:35:39.213 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just shared JavaScript! It was exciting.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:39', 'category': 'tech', 'sentiment': 0.09, 'keyword_mentioned': 'JavaScript', 'message_length': 42}
2025-02-04 18:35:44.226 | INFO     | __main__:main:158 - {'message': 'I just loved an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:44', 'category': 'other', 'sentiment': 0.37, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-04 18:35:44.229 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved an app! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:44', 'category': 'other', 'sentiment': 0.37, 'keyword_mentioned': 'other', 'message_length': 36}
2025-02-04 18:35:49.245 | INFO     | __main__:main:158 - {'message': 'I just loved recipe! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:35:49', 'category': 'food', 'sentiment': 0.83, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-04 18:35:49.248 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved recipe! It was exciting.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:35:49', 'category': 'food', 'sentiment': 0.83, 'keyword_mentioned': 'recipe', 'message_length': 37}
2025-02-04 18:35:54.270 | INFO     | __main__:main:158 - {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:54', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 18:35:54.272 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw game! It was funny.', 'author': 'Alice', 'timestamp': '2025-02-04 18:35:54', 'category': 'gaming', 'sentiment': 0.29, 'keyword_mentioned': 'game', 'message_length': 30}
2025-02-04 18:35:59.288 | INFO     | __main__:main:158 - {'message': 'I just loved a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:59', 'category': 'other', 'sentiment': 0.38, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-04 18:35:59.292 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved a trick! It was amazing.', 'author': 'Eve', 'timestamp': '2025-02-04 18:35:59', 'category': 'other', 'sentiment': 0.38, 'keyword_mentioned': 'other', 'message_length': 37}
2025-02-04 18:36:04.297 | INFO     | __main__:main:158 - {'message': 'I just loved a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 18:36:04', 'category': 'humor', 'sentiment': 0.56, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-04 18:36:04.301 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved a meme! It was boring.', 'author': 'Alice', 'timestamp': '2025-02-04 18:36:04', 'category': 'humor', 'sentiment': 0.56, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-04 18:36:09.318 | INFO     | __main__:main:158 - {'message': 'I just saw a meme! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-04 18:36:09', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-04 18:36:09.322 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just saw a meme! It was exciting.', 'author': 'Bob', 'timestamp': '2025-02-04 18:36:09', 'category': 'humor', 'sentiment': 0.63, 'keyword_mentioned': 'meme', 'message_length': 35}
2025-02-04 18:36:14.333 | INFO     | __main__:main:158 - {'message': 'I just loved game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 18:36:14', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 34}
2025-02-04 18:36:14.334 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just loved game! It was amazing.', 'author': 'Alice', 'timestamp': '2025-02-04 18:36:14', 'category': 'gaming', 'sentiment': 0.32, 'keyword_mentioned': 'game', 'message_length': 34}
2025-02-04 18:36:19.337 | INFO     | __main__:main:158 - {'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:36:19', 'category': 'entertainment', 'sentiment': 0.21, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-02-04 18:36:19.340 | INFO     | __main__:main:167 - Sent message to Kafka topic 'project_json': {'message': 'I just tried a movie! It was funny.', 'author': 'Charlie', 'timestamp': '2025-02-04 18:36:19', 'category': 'entertainment', 'sentiment': 0.21, 'keyword_mentioned': 'movie', 'message_length': 35}
2025-02-04 18:36:42.166 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 18:36:42.168 | INFO     | __main__:<module>:68 - Project root: C:\Users\nolan\Documents\Streamin Data NWMU\buzzline-04-moss
2025-02-04 18:36:42.168 | INFO     | __main__:<module>:72 - Data folder: C:\Users\nolan\Documents\Streamin Data NWMU\buzzline-04-moss\data
2025-02-04 18:36:42.168 | INFO     | __main__:<module>:76 - Data file: C:\Users\nolan\Documents\Streamin Data NWMU\buzzline-04-moss\data\buzz.json
2025-02-04 18:36:42.168 | INFO     | __main__:main:136 - START producer.
2025-02-04 18:36:42.168 | INFO     | utils.utils_producer:get_zookeeper_address:57 - Zookeeper address: localhost:2181
2025-02-04 18:36:42.172 | INFO     | utils.utils_producer:check_zookeeper_service_is_ready:79 - Zookeeper is ready at localhost:2181.
2025-02-04 18:36:42.172 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-04 18:36:42.524 | INFO     | utils.utils_producer:check_kafka_service_is_ready:98 - Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 0, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'DeIdkWObT3-pG_6uu-ysfA', 'controller_id': 0}
2025-02-04 18:36:42.526 | INFO     | __main__:get_kafka_topic:50 - Kafka topic: buzzline_json
2025-02-04 18:36:42.527 | INFO     | __main__:get_message_interval:57 - Message interval: 3 seconds
2025-02-04 18:36:42.527 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-04 18:36:42.528 | INFO     | utils.utils_producer:create_kafka_producer:146 - Connecting to Kafka broker at localhost:9092...
2025-02-04 18:36:42.650 | INFO     | utils.utils_producer:create_kafka_producer:151 - Kafka producer successfully created.
2025-02-04 18:36:42.652 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-04 18:36:42.988 | INFO     | utils.utils_producer:create_kafka_topic:172 - Topic 'buzzline_json' already exists. Clearing it out...
2025-02-04 18:36:42.989 | INFO     | utils.utils_producer:get_kafka_broker_address:50 - Kafka broker address: localhost:9092
2025-02-04 18:36:43.349 | ERROR    | utils.utils_producer:clear_kafka_topic:235 - Error managing retention for topic 'buzzline_json': list indices must be integers or slices, not ConfigResource
2025-02-04 18:36:43.350 | INFO     | __main__:main:159 - Kafka topic 'buzzline_json' is ready.
2025-02-04 18:36:43.351 | INFO     | __main__:main:165 - Starting message production to topic 'buzzline_json'...
2025-02-04 18:36:43.351 | INFO     | __main__:generate_messages:95 - Opening data file in read mode: C:\Users\nolan\Documents\Streamin Data NWMU\buzzline-04-moss\data\buzz.json
2025-02-04 18:36:43.357 | INFO     | __main__:generate_messages:97 - Reading data from file: C:\Users\nolan\Documents\Streamin Data NWMU\buzzline-04-moss\data\buzz.json
2025-02-04 18:36:43.358 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-02-04 18:36:46.376 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-02-04 18:36:49.382 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Charlie'}
2025-02-04 18:36:52.395 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-02-04 18:36:55.403 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-02-04 18:36:58.415 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-02-04 18:37:01.422 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Hello, Kafka world!', 'author': 'Diana'}
2025-02-04 18:37:04.439 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-02-04 18:37:07.456 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-02-04 18:37:10.467 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-02-04 18:37:13.477 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-02-04 18:37:16.494 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Diana'}
2025-02-04 18:37:19.498 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Kafka is awesome.', 'author': 'Charlie'}
2025-02-04 18:37:22.509 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Bob'}
2025-02-04 18:37:25.515 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Bob'}
2025-02-04 18:37:28.521 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-02-04 18:37:31.535 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Eve'}
2025-02-04 18:37:34.550 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Buzz messages for everyone.', 'author': 'Alice'}
2025-02-04 18:37:37.554 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'This is a buzz message.', 'author': 'Alice'}
2025-02-04 18:37:40.560 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-02-04 18:37:43.566 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'I love Python!', 'author': 'Eve'}
2025-02-04 18:37:46.571 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'JSON makes life easier.', 'author': 'Charlie'}
2025-02-04 18:37:48.306 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs\project_log.log
2025-02-04 18:37:49.574 | INFO     | __main__:main:170 - Sent message to topic 'buzzline_json': {'message': 'Have a great day!', 'author': 'Bob'}
2025-02-04 18:37:50.730 | INFO     | __main__:main:185 - START consumer.
2025-02-04 18:37:50.730 | INFO     | __main__:get_kafka_topic:52 - Kafka topic: buzzline_json
2025-02-04 18:37:50.731 | INFO     | __main__:get_kafka_consumer_group_id:59 - Kafka consumer group id: buzz_group
2025-02-04 18:37:50.731 | INFO     | __main__:main:190 - Consumer: Topic 'buzzline_json' and group 'buzz_group'...
